,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster
2385,Machine Stop,Filler,Filling heads,Underfilling Head (Change),65,Crafts out to change head 78.,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,16,22,2,FALSE,crafts out to change head ,{},craft change head,3
2386,Machine Stop,Filler,Bowl pressure,Pressure Control,2,Bowl pressure dropped stopping the line.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,17,0,3,FALSE,bowl pressure dropped stopping the line,{},bowl pressure drop stop line,1
2387,Machine Stop,Filler,Bowl pressure,Pressure Control,5,Bowl pressure dropped. Had to wait for it to go back up.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,17,3,3,FALSE,bowl pressure dropped had to wait for it to go back up,{},bowl pressure drop wait,1
2388,Machine Stop,Filler,Door,Fault not listed,3,motor protector alarmed on the filler door,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,8,17,7,3,FALSE,motor protector alarmed on the filler door,{},motor protector alarm filler door,0
2389,Machine Stop,Filler,Bowl pressure,Pressure Control,6,Bowl pressure keeps dropping and stopping the filler. Have to wait for pressure to go back up then restart.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,17,19,3,FALSE,bowl pressure keeps dropping and stopping the filler have to wait for pressure to go back up then restart,{},bowl pressure keep drop stop filler wait pressure restart,1
2390,Machine Stop,Filler,Bowl pressure,Pressure Control,9,Bowl pressure dropped causing spacing with in cans and filler to stop.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,18,0,4,FALSE,bowl pressure dropped causing spacing with in cans and filler to stop,{},bowl pressure drop cause space can filler stop,1
2391,Machine Stop,Filler,Bowl pressure,Pressure Control,4,Bowl pressure too low. Crafts called to come and have a look for the reason.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,18,0,4,FALSE,bowl pressure too low crafts called to come and have a look for the reason,{},bowl pressure low craft call come look reason,1
2392,Machine Stop,Filler,Bowl pressure,Pressure Control,4,Bowl pressure dropped.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,18,2,4,FALSE,bowl pressure dropped,{},bowl pressure drop,0
2393,Machine Stop,Filler,Bowl pressure,Pressure Control,5,Bowl pressure dropped,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2023,8,19,10,5,TRUE,bowl pressure dropped,{},bowl pressure drop,0
2394,Machine Stop,Filler,Filling heads,Fault not listed,29,head 72 was spraying beer from the switching lever. Seal replaced,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,8,19,20,5,TRUE,head was spraying beer from the switching lever seal replaced,{},head spray beer switch lever seal replace,3
2395,Machine Stop,Filler,Door,Fault not listed,31,doors wont open crafts made adjustments to gears,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,20,13,6,TRUE,doors wont open crafts made adjustments to gears,{},door will not open craft adjustment gear,0
2396,Machine Stop,Filler,Filling heads,Fault not listed,5,checking for overfilling heads due to peakers in cell 2,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,20,17,6,TRUE,checking for overfilling heads due to peakers in cell ,{},check overfill head speaker cell,3
2397,Machine Stop,Filler,Door,Fault not listed,58,filler doors wont open crafts wanted to change gears wrong gears had been ordered so crafts made adjustments to current gears,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,20,17,6,TRUE,filler doors wont open crafts wanted to change gears wrong gears had been ordered so crafts made adjustments to current gears,{},filler door will not open craft want change gear wrong gear order craft adjustment current gear,0
2398,Machine Stop,Filler,Bowl pressure,Fault not listed,55,Crafts found CO2 leak coming from top of filler/bowl - investigating/handing over to next shift,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,8,22,6,1,FALSE,crafts found leak coming from top of fillerbowl investigatinghanding over to next shift,{},craft find leak come fillerbowl investigatinghande shift,3
2399,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),90,Came in and shift handover was that nearly all the cans were underfills due to CO2 problem in the filler. Crafts were inside the filler trying to find the fault. Issue to be cam 17 was 3 mm out on CO2 leaver.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,22,7,1,FALSE,came in and shift handover was that nearly all the cans were underfills due to problem in the filler crafts were inside the filler trying to find the fault issue to be cam was mm out on leaver,{},come shift handover nearly can undersell problem filler craft inside filler try find fault issue cam mm leaver,0
2400,Machine Stop,Filler,In-feed scroll,Fault not listed,7,Steve bennison having a look at the filler and to see if it is running as it should. Speed slowed down for observations.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,22,12,1,FALSE,steve bennison having a look at the filler and to see if it is running as it should speed slowed down for observations,{},stove benison have look filler run speed slow observation,3
2401,Machine Stop,Filler,In-feed scroll,Fault not listed,20,Metal plate Missing under the infeed conveyor causing a safety issue to employees. Crafts called and fitted a metal plate covering running belt.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,22,12,1,FALSE,metal plate missing under the infeed conveyor causing a safety issue to employees crafts called and fitted a metal plate covering running belt,{},metal plate miss infeed conveyor cause safety issue employee craft call fit metal plate cover run belt,3
2402,Machine Stop,Filler,Bowl pressure,Pressure Control,15,underfiller on start up filling both bins at heuft.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,22,19,1,FALSE,underfiller on start up filling both bins at heuft,{},underfiller start fill bin heft,1
2403,Machine Stop,Filler,Bowl pressure,Pressure Control,6,Bowl pressure dropped twice in quick succession. Had to wait for bowl to increase.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,23,11,2,FALSE,bowl pressure dropped twice in quick succession had to wait for bowl to increase,{},bowl pressure drop twice quick succession wait bowl increase,1
2404,Machine Stop,Filler,Bowl pressure,Pressure Control,8,Bowl pressure kept dropping. Have to wait for it to go back up then restart.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,23,13,2,FALSE,bowl pressure kept dropping have to wait for it to go back up then restart,{},bowl pressure keep dropping wait restart,1
2405,Machine Stop,Filler,Channel pressure,Fault not listed,30,Ring bowl and channel pressure would not go up after changeover. Crafts got into the filler to open valve.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,23,17,2,FALSE,ring bowl and channel pressure would not go up after changeover crafts got into the filler to open valve,{},ring bowl channel pressure changeover craft get filler open valve,3
2406,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),43,When up and running on new SKU head 37 was underfilling. Crafts done a fibre wash and it has worked.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,23,17,2,FALSE,when up and running on new sku head was underfilling crafts done a fibre wash and it has worked,{},run new sky head undersell craft fibre wash work,2
2407,Machine Stop,Filler,Filling heads,Fault not listed,10,crafts are checking over air lines and pressures to reduce over filling cans,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,8,24,13,3,FALSE,crafts are checking over air lines and pressures to reduce over filling cans,{},craft check air line pressure reduce fill can,3
2408,Machine Stop,Filler,Lubrication issues,Lubrication failure,20,no lube to tappet chain pump wont run in auto crafts put into hand so line can run while they investigate,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,29,14,1,FALSE,no lube to tappet chain pump wont run in auto crafts put into hand so line can run while they investigate,{},lube tappet chain pump will not run auto craft hand line run investigate,0
2409,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,49,Found can damage during regular checks - scroll in wrong position dmaging all cans,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,8,30,5,2,FALSE,found can damage during regular checks scroll in wrong position dmaging all cans,{},find damage regular check scroll wrong position damage can,0
2410,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,40,Cans getting damaged as they go through the infeed scroll.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,30,7,2,FALSE,cans getting damaged as they go through the infeed scroll,{},can get damage infeed scroll,0
2411,Machine Stop,Filler,Bowl pressure,Pressure Control,5,Bowl pressure dropped and started to gap on cans. Stopped and slowed filler down to let bowl pressure increase.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,30,14,2,FALSE,bowl pressure dropped and started to gap on cans stopped and slowed filler down to let bowl pressure increase,{},bowl pressure drop start gap can stop slow filler let bowl pressure increase,1
2412,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,33,In-feed scroll out of alignment causing damaged cans crafts made adjustments,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,8,31,1,3,FALSE,infeed scroll out of alignment causing damaged cans crafts made adjustments,{},infeed scroll alignment cause damage can craft adjustment,0
2413,Machine Stop,Filler,Lubrication issues,Lubrication failure,9,Malfunction on lubrication causing filler to stop and created a gap in cans on infeed. Reset filler central lubrication and infeed conveyor and restarted.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,31,7,3,FALSE,malfunction on lubrication causing filler to stop and created a gap in cans on infeed reset filler central lubrication and infeed conveyor and restarted,{},malfunction lubrication cause filler stop create gap can infeed reset filler central lubrication infeed conveyor restart,0
2414,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,5,"Damaged can came in and caused a gap in between cans. Stopped the filler and got damaged can out and ran gapped cans, then reset.",17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,8,31,16,3,FALSE,damaged can came in and caused a gap in between cans stopped the filler and got damaged can out and ran gapped cans then reset,{},damage come cause gap can stop filler get damage run gap can reset,2
2415,Machine Stop,Filler,In-feed scroll,Fault not listed,9,"Loose wiring,operator in attendance.",17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,5,11,1,FALSE,loose wiringoperator in attendance,{},loose wiringoperator attendance,3
2416,Machine Stop,Filler,Can stop,Fault not listed,55,Can stop too tight causing cans to gap into filler - bowl level drops and fills reject bins,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,6,0,2,FALSE,can stop too tight causing cans to gap into filler bowl level drops and fills reject bins,{},stop tight cause can gap filler bowl level drop fill reject bin,3
2417,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),9,Found head 84 not filling - awaiting crafts,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,7,0,3,FALSE,found head not filling awaiting crafts,{},find head fill await craft,0
2418,Machine Stop,Filler,Main Drive,Fault Not Listed,36,Frequency inverter fault - crafts attempting to reset,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,7,1,3,FALSE,frequency inverter fault crafts attempting to reset,{},frequency inverter fault craft attempt reset,2
2419,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),12,Head 84 being checked,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,7,1,3,FALSE,head being checked,{},head check,0
2420,Machine Stop,Filler,Filling heads,Underfilling Head (Change),84,Head 84 being built and changed,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,7,1,3,FALSE,head being built and changed,{},head build change,2
2421,Machine Stop,Filler,Door,Fault not listed,53,Filler lift doors would not raise. Crafts called and had to tighten pebble gears. They will be being chasnged today but waiting on part.,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,7,6,3,FALSE,filler lift doors would not raise crafts called and had to tighten pebble gears they will be being chasnged today but waiting on part,{},filler lift door raise craft call tighten pebble gear change today wait,0
2422,Machine Stop,Filler,Door,Fault not listed,35,Again filler door wouldnt open and jammed up. Crafts fixed same part and got it to work for the time being.,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,7,7,3,FALSE,again filler door wouldnt open and jammed up crafts fixed same part and got it to work for the time being,{},filler door open jam craft fix get work time,0
2423,Machine Stop,Filler,Channel pressure,Fault not listed,30,CO2 leaking from filler crafts trying to locate leak crafts taken off to work on palletiser before finding leak as filler was on build back,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,14,15,3,FALSE, leaking from filler crafts trying to locate leak crafts taken off to work on palletiser before finding leak as filler was on build back,{},leak filler craft try locate leak craft take work palletiser find leak filler build,3
2424,Machine Stop,Filler,Filling heads,Fault not listed,18,crafts checking for co2 leaks,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,15,7,4,FALSE,crafts checking for leaks,{},craft check leak,3
2425,Machine Stop,Filler,Filling heads,Fault not listed,39,co2 leak on head 46 crafts changing co2 purge pin,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,15,8,4,FALSE, leak on head crafts changing purge pin,{},leak head craft change purge pin,3
2426,Machine Stop,Filler,Filling heads,Fault not listed,72,co2 leaking from filler,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,15,9,4,FALSE, leaking from filler,{},leak filler,3
2427,Machine Stop,Filler,Cams,Fault not listed,17,crafts checking for co2 leaks,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,15,10,4,FALSE,crafts checking for leaks,{},craft check leak,3
2428,Machine Stop,Filler,Filling heads,Fault not listed,46,crafts checking for co2 leaks,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,15,10,4,FALSE,crafts checking for leaks,{},craft check leak,3
2429,Machine Stop,Filler,In-feed scroll,Cans jammed,20,Infeed can smash causing bigger crashes.x2,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,15,19,4,FALSE,infeed can smash causing bigger crashes,{},infeed smash cause big crash,3
2430,Machine Stop,Filler,In-feed scroll,Cans jammed,12,"Can crashes ,infeed.",17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,15,20,4,FALSE,can crashes infeed,{},crash infeed,4
2431,Machine Stop,Filler,In-feed scroll,Cans jammed,19,"Crafts adjusting guides,infeed.",17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,15,20,4,FALSE,crafts adjusting guidesinfeed,{},craft adjust guidesinfeed,1
2432,Machine Stop,Filler,In-feed scroll,Cans jammed,9,Can jam and seamer crash.operator in attendance.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,15,23,4,FALSE,can jam and seamer crashoperator in attendance,{},jam steamer crashoperator attendance,1
2433,Machine Stop,Filler,In-feed scroll,Cans jammed,36,"Jam on infeed tappet chain, causing big can jam,operator in attendance.",17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,16,2,5,TRUE,jam on infeed tappet chain causing big can jamoperator in attendance,{},jam infeed tappet chain cause big jamoperator attendance,1
2434,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4,crash along the tappet chain,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,20,2,2,FALSE,crash along the tappet chain,{},crash tappet chain,3
2435,Machine Stop,Filler,Tappet chain,Fault not listed,7,tappet chain crash. Clearing cans,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,2,3,FALSE,tappet chain crash clearing cans,{},tappet chain crash clearing can,5
2436,Machine Stop,Filler,Tappet chain,Fault not listed,25,no cq77 568ml on the system as of yet. When the filler is reaching speeds over 750cpm the cans arte fall along the tappet chain and becoming jammed. All 150 heads have been checked and appear to be to standard. Crafts are monitoring the filler at differen,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,2,3,FALSE,no on the system as of yet when the filler is reaching speeds over the cans arte fall along the tappet chain and becoming jammed all heads have been checked and appear to be to standard crafts are monitoring the filler at differen,{},system filler reach speed can fall tappet chain jam head check appear standard craft monitor filler different,3
2437,Machine Stop,Filler,Tappet chain,Fault not listed,23,no cq77 568ml on the system as of yet. When the filler is reaching speeds over 750cpm the cans arte fall along the tappet chain and becoming jammed. All 150 heads have been checked and appear to be to standard. Crafts are monitoring the filler at differen,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,3,3,FALSE,no on the system as of yet when the filler is reaching speeds over the cans arte fall along the tappet chain and becoming jammed all heads have been checked and appear to be to standard crafts are monitoring the filler at differen,{},system filler reach speed can fall tappet chain jam head check appear standard craft monitor filler different,3
2438,Machine Stop,Filler,Tappet chain,Fault not listed,17,tappet chain crashes. All snift valves were checked on the filler by crafts by way of eliminating possible causes of crashes,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,3,3,FALSE,tappet chain crashes all snift valves were checked on the filler by crafts by way of eliminating possible causes of crashes,{},tappet chain crash shift valve check filler craft way eliminate possible cause crash,5
2439,Machine Stop,Filler,Tappet chain,Fault not listed,8,no cq77 568ml on the system as of yet. Large tappet chain crash,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,4,3,FALSE,no on the system as of yet large tappet chain crash,{},system large tappet chain crash,5
2440,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,11,large crash along the tappet chain. Lots of cans have gone onto the filler floor which needed to be cleared,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,21,5,3,FALSE,large crash along the tappet chain lots of cans have gone onto the filler floor which needed to be cleared,{},large crash tappet chain lot can go filler floor need clear,1
2441,Machine Stop,Filler,Tappet chain,Fault not listed,10,crafts looking at issues with fallen cans on tappet chain,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,21,15,3,FALSE,crafts looking at issues with fallen cans on tappet chain,{},craft look issue fall can tappet chain,5
2442,Machine Stop,Filler,Tappet chain,Fault not listed,15,fallen cans on tappet chain crafts looking at issues,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,21,15,3,FALSE,fallen cans on tappet chain crafts looking at issues,{},fall can tappet chain craft look issue,5
2443,Machine Stop,Filler,Filling heads,Fault not listed,2,crafts found can falling due to issue with filling head trying to identify head causing issue,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,21,15,3,FALSE,crafts found can falling due to issue with filling head trying to identify head causing issue,{},craft find fall issue fill head try identify head cause issue,3
2444,Machine Stop,Filler,Filling heads,Fault not listed,85,crafts looking at head 111 due to ongoing issues with fallen cans head replaced and adjustments to tappet chain,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,21,16,3,FALSE,crafts looking at head due to ongoing issues with fallen cans head replaced and adjustments to tappet chain,{},craft look head ongoing issue fall can head replace adjustment tappet chain,3
2445,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,26,crashing on tappet chain. Crafts cleaned out all lube nossels,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,21,19,3,FALSE,crashing on tappet chain crafts cleaned out all lube nossels,{},crash tappet chain craft clean lube possess,1
2446,Machine Stop,Filler,Filling heads,Fault not listed,30,head 78 centering bell replaced due to head that was built was wrong crafts to build new head and replace filler @750 cpm,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,22,9,4,FALSE,head centering bell replaced due to head that was built was wrong crafts to build new head and replace filler cpm,{},head center bell replace head build wrong craft build new head replace filler cam,3
2447,Machine Stop,Filler,Filling heads,Fault not listed,40,head 78 being replaced due to vent tube not going back up,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,22,9,4,FALSE,head being replaced due to vent tube not going back up,{},head replace vent tube go,3
2448,Machine Stop,Filler,Door,Fault not listed,27,brackets worked free on door crafts looking at issues,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,22,10,4,FALSE,brackets worked free on door crafts looking at issues,{},bracket work free door craft look issue,0
2449,Machine Stop,Filler,Tappet chain,Fault not listed,93,"cans crashing on tappet chain crafts changed head 78, found size change fixing bolts slightly loose , changed can filler pockets around , reduced height of transfer to rule out positive step from filler bowl to transfer this seems to have resolved issues",17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,22,11,4,FALSE,cans crashing on tappet chain crafts changed head found size change fixing bolts slightly loose changed can filler pockets around reduced height of transfer to rule out positive step from filler bowl to transfer this seems to have resolved issues,{},can crash tappet chain craft change head find size change fix bolt slightly loose change filler pocket reduced height transfer rule positive step filler bowl transfer resolve issue,3
2450,Machine Stop,Filler,Door,Fault not listed,24,doors not opening,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,23,10,5,TRUE,doors not opening,{},door open,0
2451,Machine Stop,Filler,Door,Fault not listed,121,issues with filler Doors Again,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,23,15,5,TRUE,issues with filler doors again,{},issue filler door,0
2452,Machine Stop,Filler,Door,Fault not listed,27,Trouble resetting door 5 after infeed crash.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,23,19,5,TRUE,trouble resetting door after infeed crash,{},trouble reset door infeed crash,0
2453,Machine Stop,Filler,Clutch,Fault not listed,17,"Infeed clutch trip causing jams,x3.",17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,23,21,5,TRUE,infeed clutch trip causing jams,{},infeed clutch trip cause jam,0
2454,Machine Stop,Filler,Door,Fault not listed,75,opened dorr to clear jam door crashed to the floor crafts working on gear box,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,24,10,6,TRUE,opened dorr to clear jam door crashed to the floor crafts working on gear box,{},open door clear jam door crash floor craft work gear box,0
2455,Machine Stop,Filler,Filling heads,Fault not listed,10,damaged cans coming off filler,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,25,20,0,FALSE,damaged cans coming off filler,{},damage can come filler,1
2456,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),60,Fobbing head 22,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,25,21,0,FALSE,fobbing head ,{},fob head,0
2457,Machine Stop,Filler,Filling heads,Fault not listed,120,Damaged cans coming off the filler in between heads 100 and 130.,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,25,22,0,FALSE,damaged cans coming off the filler in between heads and ,{},damage can come filler head,1
2458,Machine Stop,Filler,Filling heads,Fault not listed,453,damaged cans coming off filling heads crafts in attendance,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2023,9,26,0,1,FALSE,damaged cans coming off filling heads crafts in attendance,{},damage can come fill head craft attendance,1
2459,Machine Stop,Filler,Lubrication issues,Fault not listed,802,Handed over from the previous shiftmotor protector was tripping due to issues with relating to the central lubrication system. Lubrication pump was tripping and stopping the filler.crafts investigating suspect motor assembly. Motor disconnected/ main 24v ,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,26,7,1,FALSE,handed over from the previous shiftmotor protector was tripping due to issues with relating to the central lubrication system lubrication pump was tripping and stopping the fillercrafts investigating suspect motor assembly motor disconnected main ,{},hand previous shiftmotor protector trip issue relate central lubrication system lubrication pump trip stop fillercraft investigate suspect motor assembly motor disconnect main,3
2461,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5,crash on the tapet chain,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,28,3,3,FALSE,crash on the tapet chain,{},crash tape chain,1
2462,Machine Stop,Filler,Filling heads,Fault not listed,22,head 63 is have a purge and snift valve replaced. This could be the possible cause of crashes and jams.,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,28,3,3,FALSE,head is have a purge and snift valve replaced this could be the possible cause of crashes and jams,{},head purge shift valve replace possible cause crash jam,3
2463,Machine Stop,Filler,Tappet chain,Fault not listed,15,tappet chain is now being checked for possible causes of filler and seamer crashes. Nothing found as of yet,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,28,3,3,FALSE,tappet chain is now being checked for possible causes of filler and seamer crashes nothing found as of yet,{},tappet chain check possible cause filler steamer crash find,5
2465,Machine Stop,Filler,Starwheel,Fault not listed,14,issues still present with can crashes on the tappet chain. Other factors are now being checked by crafts including the starwheel which had issues on the previous shift,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,28,4,3,FALSE,issues still present with can crashes on the tappet chain other factors are now being checked by crafts including the starwheel which had issues on the previous shift,{},issue present crash tappet chain factor check craft include gearwheel issue previous shift,3
2468,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,20, find possible cause of seamer crashes when running above 1200cpm. Looking into timing on tappet chain,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,28,9,3,FALSE, find possible cause of seamer crashes when running above looking into timing on tappet chain,{},find possible cause steamer crash run look timing tappet chain,1
2469,Machine Stop,Filler,Filling heads,Fault not listed,216,Trying to find possible cause of crashes when running above 1200cpm. Seems there is one head that isnt releasing can onto chain at correct time - causing the cans behind to catch up and smash and then crash. Narrowed to an initial range of 30 heads to fin,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,28,10,3,FALSE,trying to find possible cause of crashes when running above seems there is one head that isnt releasing can onto chain at correct time causing the cans behind to catch up and smash and then crash narrowed to an initial range of heads to fin,{},try find possible cause crash run head release chain correct time cause can catch smash crash narrow initial range head fin,3
2470,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,26,Further adjustments,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,28,14,3,FALSE,further adjustments,{},adjustment,1
2471,Machine Stop,Filler,Filling heads,Fault not listed,25,trying to find underfilling head,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2023,9,29,1,4,FALSE,trying to find underfilling head,{},try find undersell head,3
2472,Machine Stop,Filler,Tappet chain,Fault not listed,8,seamer crash + tappet chain jam,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,29,14,4,FALSE,seamer crash tappet chain jam,{},steamer crash tappet chain jam,5
2473,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,9,chain out of alignment damaging cans craft re aligned cans all okay,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,29,15,4,FALSE,chain out of alignment damaging cans craft re aligned cans all okay,{},chain alignment damage can craft align can okay,4
2474,Machine Stop,Filler,Cams,CAM out of position,1,cam 5 out of position craft adjusted,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,29,16,4,FALSE,cam out of position craft adjusted,{},cam position craft adjust,1
2475,Machine Stop,Filler,Main Drive,Motor/Gearbox Failure,197,inverter tripped on main drive craft reset - haded over to JS shift - lubed and checked filler before restarting - all okay now,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2023,9,29,16,4,FALSE,inverter tripped on main drive craft reset haded over to js shift lubed and checked filler before restarting all okay now,{},inverter trip main drive craft reset head js shift lube check filler restart okay,0
2476,Machine Stop,Filler,Filling heads,Fault not listed,59,Head 2 spaying beer all over - head being changed,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,29,20,4,FALSE,head spaying beer all over head being changed,{},head spay beer head change,3
2477,Machine Stop,Filler,Filling heads,Fault not listed,55,Found head 1 not filling - kicking off cans onto floor of filler - crafts changing head,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2023,9,30,2,5,TRUE,found head not filling kicking off cans onto floor of filler crafts changing head,{},find head fill kicking can floor filler craft change head,3
