,Unnamed: 0_x,Incident,Machine,Area / Cause,Reason/Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster,Unnamed: 0_y,Category
2306,2487,Machine Stop,Filler,Filling heads,Fault not listed,13,ongoing issus with filling heads empty cans,17,Breakdown,False,True,False,False,False,2023,10,3,0,1,False,ongoing issus with filling heads empty cans,{},ongoing issus fill head can,3.0,28.0,issue with pressure valve or co2 levels
2307,2488,Machine Stop,Filler,Filling heads,Underfilling Head (Change),58,empty cans coming off heads 71 and 18 crafts replacing heads,17,Breakdown,False,True,False,False,False,2023,10,3,1,1,False,empty cans coming off heads and crafts replacing heads,{},can come head craft replace head,4.0,66.0,craft changed head
2308,2489,Machine Stop,Filler,Filling heads,Fault not listed,46,ongoing issus with filling heads empty cans,17,Breakdown,False,True,False,False,False,2023,10,3,2,1,False,ongoing issus with filling heads empty cans,{},ongoing issus fill head can,3.0,28.0,issue with pressure valve or co2 levels
2309,2490,Machine Stop,Filler,Filling heads,Fault not listed,54,ongoing issus with filling heads empty cans,17,Short Stop,False,True,False,False,False,2023,10,3,3,1,False,ongoing issus with filling heads empty cans,{},ongoing issus fill head can,3.0,28.0,issue with pressure valve or co2 levels
2310,2491,Machine Stop,Filler,Filling heads,Fault not listed,56,ongoing issus with filling heads empty cans,17,Short Stop,False,True,False,False,False,2023,10,3,4,1,False,ongoing issus with filling heads empty cans,{},ongoing issus fill head can,3.0,28.0,issue with pressure valve or co2 levels
2311,2492,Machine Stop,Filler,Filling heads,Fault not listed,54,ongoing issus with filling heads empty cans,17,Short Stop,False,True,False,False,False,2023,10,3,5,1,False,ongoing issus with filling heads empty cans,{},ongoing issus fill head can,3.0,28.0,issue with pressure valve or co2 levels
2312,2493,Machine Stop,Filler,Filling heads,Fault not listed,98,ongoing issus with filling heads empty cans head 150 found to be leaking crafts found seal missing and replaced,17,Breakdown,False,True,False,False,False,2023,10,3,6,1,False,ongoing issus with filling heads empty cans head found to be leaking crafts found seal missing and replaced,{},ongoing issus fill head can head find leak craft find seal miss replace,3.0,28.0,issue with pressure valve or co2 levels
2313,2494,Machine Stop,Filler,Centre bearing,Lubrication failure,19,crafts investigating noise coming from filler bowl,17,Breakdown,False,False,False,False,True,2023,10,4,2,2,False,crafts investigating noise coming from filler bowl,{},craft investigate noise come filler bowl,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2314,2495,Machine Stop,Filler,Cams,CAM out of position,27,cam 5 out of position,17,Breakdown,False,False,False,False,True,2023,10,4,3,2,False,cam out of position,{},cam position,2.0,3.0,"CAM out of position, stuck not acuating"
2315,2496,Machine Stop,Filler,Lubrication issues,Fault not listed,58,filler is being greased at all points. The main pipe was found to be snapped going to the filler central lube. Pipe changed.,17,Breakdown,True,False,False,False,False,2023,10,4,11,2,False,filler is being greased at all points the main pipe was found to be snapped going to the filler central lube pipe changed,{},filler grease point main pipe find snap go filler central lube pipe change,3.0,28.0,issue with pressure valve or co2 levels
2316,2497,Machine Stop,Filler,Filling heads,Fault not listed,4,locating under filling head,17,Short Stop,True,False,False,False,False,2023,10,4,14,2,False,locating under filling head,{},locate fill head,3.0,28.0,issue with pressure valve or co2 levels
2317,2498,Machine Stop,Filler,Filling heads,Fault not listed,22,Head 12- bolts were found to be missing from the switching lever. Making a loud noise when passing over CAM 5. crafts are on hand resolving the issue,17,Breakdown,True,False,False,False,False,2023,10,4,17,2,False,head bolts were found to be missing from the switching lever making a loud noise when passing over cam crafts are on hand resolving the issue,{},head bolt find miss switch lever make loud noise pass cam craft hand resolve issue,3.0,28.0,issue with pressure valve or co2 levels
2318,2499,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),117,Head 74 and 95 not filling correctly 74- CO2 actuation valve sticking 95 - not filling at all - CO2 actuation valve being replaced,17,Short Stop,False,False,False,False,True,2023,10,5,7,3,False,head and not filling correctly actuation valve sticking not filling at all actuation valve being replaced,{},head fill correctly actuation valve stick fill actuation valve replace,0.0,73.0,head purge valves sticking
2319,2500,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),6,Found 2 more heads underfilling - will resolve with crafts when available,17,Short Stop,False,False,True,False,False,2023,10,5,9,3,False,found more heads underfilling will resolve with crafts when available,{},find head undersell resolve craft available,0.0,73.0,head purge valves sticking
2320,2501,Machine Stop,Filler,Can stop,Fault not listed,9,Working out beer to can - not enough beer for full run,17,Short Stop,False,False,True,False,False,2023,10,5,9,3,False,working out beer to can not enough beer for full run,{},work beer beer run,3.0,28.0,issue with pressure valve or co2 levels
2321,2502,Machine Stop,Filler,Main Drive,Fault Not Listed,7,Filler being manually lubed by crafts,17,Breakdown,False,False,True,False,False,2023,10,5,11,3,False,filler being manually lubed by crafts,{},filler manually lube craft,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2322,2503,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),58,CO2 pin being changed on haed 21 -  started up and same head was spraying out beer - crafts inspecting head,17,Breakdown,False,False,True,False,False,2023,10,5,12,3,False, pin being changed on haed started up and same head was spraying out beer crafts inspecting head,{},pin change start head spray beer craft inspect head,0.0,73.0,head purge valves sticking
2323,2504,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),39,Head 2 now underfilling - crafts checking - changing CO2 pin in head 2,17,Breakdown,False,False,True,False,False,2023,10,5,13,3,False,head now underfilling crafts checking changing pin in head ,{},head undersell craft check change pin head,0.0,73.0,head purge valves sticking
2324,2505,Machine Stop,Filler,Filling heads,Underfilling Head (Change),29,Head 27 not filling - Co2 actuator arm jammed,17,Short Stop,False,False,True,False,False,2023,10,5,18,3,False,head not filling actuator arm jammed,{},head fill actuator arm jam,2.0,64.0,"beer leak out of filling head , craft changing heads"
2325,2506,Machine Stop,Filler,Filling heads,Fault not listed,299,Head 27 not filling - Co2 actuator arm jammed. Full head replaced. Head 60 and 61 have faulty switching levers also. Fibre washers are being changed. CO2 leak found on filler bowl. Bowl pressure not maintaining,17,Breakdown,True,False,False,False,False,2023,10,5,19,3,False,head not filling actuator arm jammed full head replaced head and have faulty switching levers also fibre washers are being changed leak found on filler bowl bowl pressure not maintaining,{},head fill actuator arm jam head replace head faulty switch lever fibre washer change leak find filler bowl bowl pressure maintain,3.0,28.0,issue with pressure valve or co2 levels
2326,2507,Machine Stop,Filler,Bowl pressure,Pressure Control,420,"Head 27 not filling - Co2 actuator arm jammed. Fibre washers on heads 61 and 92. rod shaft and pressure needle changed 59 and 27. head 106 changed Co2 pin. Co2 CAMS checked, all ok. Switching lever CAMS checked, 17 set to high, potential cause for pressur",17,Breakdown,True,False,False,False,False,2023,10,6,0,4,False,head not filling actuator arm jammed fibre washers on heads and rod shaft and pressure needle changed and head changed pin cams checked all ok switching lever cams checked set to high potential cause for pressur,{},head fill actuator arm jammed fibre washer head rod shaft pressure needle change head change pin cam check ok switch lever cam check set high potential cause pressure,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2327,2508,Machine Stop,Filler,Bowl level,Level Control,454,Bowl pressure dropping - checked calbration of co2 chennel supply and vent + bowl supply and vent. Checked the channel pressure sensor calibration of beer valve. Also found only 2/4 working probs on ring bowl.,17,Breakdown,False,False,True,False,False,2023,10,6,7,4,False,bowl pressure dropping checked calbration of chennel supply and vent bowl supply and vent checked the channel pressure sensor calibration of beer valve also found only working probs on ring bowl,{},bowl pressure dropping check calibration channel supply vent bowl supply vent check channel pressure sensor calibration beer valve find work probe ring bowl,1.0,39.0,V/V6232 failed
2328,2509,Machine Stop,Filler,Lubrication issues,Fault not listed,15,Craft going inside to lubricate.,17,Short Stop,False,False,True,False,False,2023,10,6,14,4,False,craft going inside to lubricate,{},craft go inside lubricate,3.0,28.0,issue with pressure valve or co2 levels
2329,2510,Machine Stop,Filler,Bowl level,Fault not listed,32,Crafts still working on pressures. Start stop and cans going in bin.,17,Short Stop,False,False,True,False,False,2023,10,6,15,4,False,crafts still working on pressures start stop and cans going in bin,{},craft work pressure start stop can go bin,3.0,28.0,issue with pressure valve or co2 levels
2330,2511,Machine Stop,Filler,Filling heads,Fault not listed,3,investigating possible underfill,17,Short Stop,True,False,False,False,False,2023,10,6,19,4,False,investigating possible underfill,{},investigate possible undersell,3.0,28.0,issue with pressure valve or co2 levels
2331,2512,Machine Stop,Filler,Filling heads,Fault not listed,4,investigating possible underfill,17,Short Stop,True,False,False,False,False,2023,10,6,19,4,False,investigating possible underfill,{},investigate possible undersell,3.0,28.0,issue with pressure valve or co2 levels
2332,2513,Machine Stop,Filler,Centre bearing,Fault not listed,22,filler  bearing is  being greased,17,Breakdown,True,False,False,False,False,2023,10,6,23,4,False,filler bearing is being greased,{},filler bearing grease,3.0,28.0,issue with pressure valve or co2 levels
2333,2514,Machine Stop,Filler,Lubrication issues,Lubrication failure,9,Lubrication failure manual lubrication on filler,17,Short Stop,False,True,False,False,False,2023,10,7,7,5,True,lubrication failure manual lubrication on filler,{},lubrication failure manual lubrication filler,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2334,2515,Machine Stop,Filler,Tappet chain,Fault not listed,5,can fell on transfer chain causing filler to crash,17,Short Stop,False,True,False,False,False,2023,10,7,11,5,True,can fell on transfer chain causing filler to crash,{},fall transfer chain cause filler crash,5.0,30.0,tappet chain crash all cans being removing from filler
2335,2516,Machine Stop,Filler,Lubrication issues,Lubrication failure,10,Lubrication failure manual lubrication on filler,17,Short Stop,False,True,False,False,False,2023,10,7,12,5,True,lubrication failure manual lubrication on filler,{},lubrication failure manual lubrication filler,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2336,2517,Machine Stop,Filler,Main Drive,Fault Not Listed,48,frequency inverter fault crafts to re-set crafts had to manually turn filler. 2x grease tubes manually pumped into filler.,17,Breakdown,False,True,False,False,False,2023,10,8,8,6,True,frequency inverter fault crafts to reset crafts had to manually turn filler grease tubes manually pumped into filler,{},frequency inverter fault craft reset craft manually turn filler grease tube manually pump filler,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2337,2518,Machine Stop,Filler,Tappet chain,Fault not listed,8,can jumped on transfer chain caused crash,17,Short Stop,False,True,False,False,False,2023,10,8,9,6,True,can jumped on transfer chain caused crash,{},jump transfer chain cause crash,5.0,30.0,tappet chain crash all cans being removing from filler
2338,2519,Machine Stop,Filler,Lubrication issues,Lubrication failure,7,craft manually adding lube,17,Breakdown,False,True,False,False,False,2023,10,8,13,6,True,craft manually adding lube,{},craft manually add lube,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2339,2520,Machine Stop,Filler,Main Drive,Fault Not Listed,30,frequency invertor tripped main drive,17,Breakdown,False,True,False,False,False,2023,10,8,15,6,True,frequency invertor tripped main drive,{},frequency inventor trip main drive,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2340,2521,Machine Stop,Filler,Main Drive,Fault Not Listed,35,ongoing issues with frequency inverter,17,Breakdown,False,True,False,False,False,2023,10,8,15,6,True,ongoing issues with frequency inverter,{},ongoing issue frequency inverter,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2341,2522,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,23,scroll sensor protruding crafts adjusted sensor position,17,Breakdown,False,True,False,False,False,2023,10,9,20,0,False,scroll sensor protruding crafts adjusted sensor position,{},scroll sensor protrude craft adjust sensor position,0.0,37.0,"in feed scroll out of alighment, cans went into infeed scroll at wrong times causing multiple cans to squash on filler "
2342,2523,Machine Stop,Filler,Door,Fault not listed,30,Filler Doors jammed up crafts had to reset the door straps,17,Breakdown,False,True,False,False,False,2023,10,9,23,0,False,filler doors jammed up crafts had to reset the door straps,{},filler door jam craft reset door strap,0.0,25.0,door would not close 
2343,2524,Machine Stop,Filler,Door,Fault not listed,24,filler door jammed had to be repaired,17,Breakdown,False,True,False,False,False,2023,10,10,0,1,False,filler door jammed had to be repaired,{},filler door jammed repair,0.0,25.0,door would not close 
2344,2525,Machine Stop,Filler,Filling heads,Fault not listed,29,crafts investigating crashes due to damaged cans randomly coming onto tappet chain,17,Breakdown,False,True,False,False,False,2023,10,10,0,1,False,crafts investigating crashes due to damaged cans randomly coming onto tappet chain,{},craft investigate crash damage can randomly come tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
2345,2526,Machine Stop,Filler,Filling heads,Fault not listed,32,ongoing investigation into damaged cans coming from filler crafts investigating Infeed starheel + scroll,17,Breakdown,False,True,False,False,False,2023,10,10,1,1,False,ongoing investigation into damaged cans coming from filler crafts investigating infeed starheel scroll,{},ongoing investigation damage can come filler craft investigate infeed starheel scroll,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2346,2527,Machine Stop,Filler,Lubrication issues,Lubrication failure,15,Lubrication failure bcrafts manually adding lube,17,Breakdown,False,True,False,False,False,2023,10,10,3,1,False,lubrication failure bcrafts manually adding lube,{},lubrication failure craft manually add lube,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2347,2528,Machine Stop,Filler,Filling heads,Fault not listed,25,ongoing investigation into damaged cans coming from filler crafts investigating Infeed starheel + scroll + ecc for damaged cans on infeed,17,Breakdown,False,True,False,False,False,2023,10,10,3,1,False,ongoing investigation into damaged cans coming from filler crafts investigating infeed starheel scroll ecc for damaged cans on infeed,{},ongoing investigation damage can come filler craft investigate infeed starheel scroll ecc damage can infeed,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2348,2529,Machine Stop,Filler,Filling heads,Fault not listed,17,ongoing investigation into damaged cans coming from filler crafts investigating Infeed starheel + scroll + ecc for damaged cans on infeed,17,Breakdown,False,True,False,False,False,2023,10,10,4,1,False,ongoing investigation into damaged cans coming from filler crafts investigating infeed starheel scroll ecc for damaged cans on infeed,{},ongoing investigation damage can come filler craft investigate infeed starheel scroll ecc damage can infeed,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2349,2530,Machine Stop,Filler,Lubrication issues,Lubrication failure,15,Lubrication failure crafts manually adding lube,17,Breakdown,False,True,False,False,False,2023,10,10,5,1,False,lubrication failure crafts manually adding lube,{},lubrication failure craft manually add lube,0.0,41.0,lubrication issue potentially due to issue with centre bearing
2350,2531,Machine Stop,Filler,Starwheel,Fault not listed,72,starwheel out of alignment crafts investigating,17,Breakdown,False,True,False,False,False,2023,10,10,5,1,False,starwheel out of alignment crafts investigating,{},gearwheel alignment craft investigate,3.0,28.0,issue with pressure valve or co2 levels
2351,2532,Machine Stop,Filler,Starwheel,Fault not listed,330,Star-wheel Guide to tight,17,Breakdown,False,False,False,False,True,2023,10,10,7,1,False,starwheel guide to tight,{},gearwheel guide tight,3.0,28.0,issue with pressure valve or co2 levels
2352,2533,Machine Stop,Filler,Tappet chain,Fault not listed,65,Positive step from the filler to the tappet chain.,17,Breakdown,False,False,False,False,True,2023,10,10,12,1,False,positive step from the filler to the tappet chain,{},positive step filler tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
2353,2534,Machine Stop,Filler,Lubrication issues,Fault not listed,8,crafts fitting lube line,17,Breakdown,False,False,False,False,True,2023,10,10,16,1,False,crafts fitting lube line,{},craft fitting lube line,3.0,28.0,issue with pressure valve or co2 levels
2354,2535,Machine Stop,Filler,Can stop,Fault not listed,23,stopped filler to get brewmax screen back after freezing as purge off due,17,Short Stop,True,False,False,False,False,2023,10,11,7,2,False,stopped filler to get brewmax screen back after freezing as purge off due,{},stop filler crewman screen freeze purge,3.0,28.0,issue with pressure valve or co2 levels
2355,2536,Machine Stop,Filler,Can stop,Fault not listed,49,stopped filler to investigate markings on cans coming out of passy /checked seamer and guides,17,Short Stop,True,False,False,False,False,2023,10,11,14,2,False,stopped filler to investigate markings on cans coming out of passy checked seamer and guides,{},stop filler investigate marking can come pass check steamer guide,3.0,28.0,issue with pressure valve or co2 levels
2356,2537,Machine Stop,Filler,Main Drive,Fault Not Listed,25,frequency inverter had tripped.,17,Short Stop,True,False,False,False,False,2023,10,12,15,3,False,frequency inverter had tripped,{},frequency inverter trip,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2357,2538,Machine Stop,Filler,Main Drive,Fault Not Listed,118,frequency inverter has tripped again. Crafts to look into this further as it has happened twice on todays shift. When crafts investigated they found no alarm for the inverter on the control panel. CAN5 out of position thern alarmed when the filler was sta,17,Breakdown,True,False,False,False,False,2023,10,12,18,3,False,frequency inverter has tripped again crafts to look into this further as it has happened twice on todays shift when crafts investigated they found no alarm for the inverter on the control panel out of position thern alarmed when the filler was sta,{},frequency inverter trip craft look happen twice today shift craft investigate find alarm inverter control panel position alarm filler stay,2.0,24.0,"alarm on filler due to a part tripping out (eg invertor, pilz system), crafts investigating"
2358,2539,Machine Stop,Filler,Bowl pressure,Pressure Control,5,Bowl pressure dropped and had to wait for the pressure to go back up.,17,Short Stop,False,False,False,False,True,2023,10,12,21,3,False,bowl pressure dropped and had to wait for the pressure to go back up,{},bowl pressure drop wait pressure,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2359,2540,Machine Stop,Filler,Filling heads,Fault not listed,25,filler starwheel guide tight causing damaged cans,17,Breakdown,False,False,False,False,True,2023,10,12,23,3,False,filler starwheel guide tight causing damaged cans,{},filler gearwheel guide tight cause damaged can,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2360,2541,Machine Stop,Filler,Bowl pressure,Pressure Control,2,Stopped due to bowl pressure dropped.,17,Short Stop,False,False,False,False,True,2023,10,13,0,4,False,stopped due to bowl pressure dropped,{},stop bowl pressure drop,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2361,2542,Machine Stop,Filler,Lubrication issues,Grease pump failure,6,Crafts checking lube line,17,Short Stop,False,False,True,False,False,2023,10,13,10,4,False,crafts checking lube line,{},craft check lube line,,,
2362,2543,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2,Flushing system active error message,17,Breakdown,False,False,True,False,False,2023,10,13,18,4,False,flushing system active error message,{},flush system active error message,1.0,32.0,"all alarms alarming, crafts resetting alarms"
2363,2544,Machine Stop,Filler,Bowl pressure,Pressure Control,1,bowl pressure dropped,17,Short Stop,True,False,False,False,False,2023,10,13,19,4,False,bowl pressure dropped,{},bowl pressure drop,0.0,47.0,pressure drop
2364,2545,Machine Stop,Filler,Filling heads,Fault not listed,3,fobbing heads on start up,17,Short Stop,True,False,False,False,False,2023,10,13,23,4,False,fobbing heads on start up,{},fob head start,4.0,29.0,problem with pressure drop or co2 levels
2365,2546,Machine Stop,Filler,Starwheel,Fault not listed,16,top plate removed due to damaged flange on cans,17,Short Stop,False,True,False,False,False,2023,10,16,15,0,False,top plate removed due to damaged flange on cans,{},plate remove damage flange can,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2366,2547,Machine Stop,Filler,PILZ system,Doors tripped,84,"reset in panel - door stuck in open position - sensro faulted, crafts chaning",17,Breakdown,False,False,True,False,False,2023,10,16,22,0,False,reset in panel door stuck in open position sensro faulted crafts chaning,{},reset panel door stick open position sensor fault craft change,3.0,19.0,emergency stop fault for no reason and doors will not open
2367,2548,Machine Stop,Filler,Door,Fault not listed,24,Cont from previous stop - limit switch damaged,17,Breakdown,False,False,True,False,False,2023,10,17,0,1,False,cont from previous stop limit switch damaged,{},count previous stop limit switch damage,3.0,28.0,issue with pressure valve or co2 levels
2368,2549,Machine Stop,Filler,Starwheel,Fault not listed,16,empty can caused a seamer crash all cans jammed under tappet chain,17,Short Stop,False,False,False,False,True,2023,10,18,7,2,False,empty can caused a seamer crash all cans jammed under tappet chain,{},cause steamer crash can jam tappet chain,5.0,30.0,tappet chain crash all cans being removing from filler
2369,2550,Machine Stop,Filler,Starwheel,Fault not listed,17,seamer crash/altered starwheel guides,17,Short Stop,False,False,False,False,True,2023,10,18,7,2,False,seamer crashaltered starwheel guides,{},steamer crashaltere gearwheel guide,3.0,28.0,issue with pressure valve or co2 levels
2370,2551,Machine Stop,Filler,Starwheel,Fault not listed,15,seamer crash caused by an empty can,17,Short Stop,False,False,False,False,True,2023,10,18,8,2,False,seamer crash caused by an empty can,{},steamer crash cause,5.0,30.0,tappet chain crash all cans being removing from filler
2371,2552,Machine Stop,Filler,Starwheel,Fault not listed,7,Seamer crash caused by damaged can in the chucks and rolls.,17,Short Stop,False,False,False,False,True,2023,10,18,8,2,False,seamer crash caused by damaged can in the chucks and rolls,{},steamer crash cause damage chuck roll,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2372,2553,Machine Stop,Filler,Starwheel,Fault not listed,11,Damaged can causing seamer jam,17,Short Stop,False,False,False,False,True,2023,10,18,9,2,False,damaged can causing seamer jam,{},damage cause steamer jam,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2373,2554,Machine Stop,Filler,Starwheel,Fault not listed,10,"Strongbow shift running filler at 800cpm causing over filled cans, peaked cans jamming in cell 2 heufts",17,Short Stop,False,True,False,False,False,2023,10,18,20,2,False,strongbow shift running filler at causing over filled cans peaked cans jamming in cell heufts,{},strongbox shift running filler cause fill can peak can jam cell heft,3.0,28.0,issue with pressure valve or co2 levels
2374,2555,Machine Stop,Filler,PILZ system,Fault not listed,10,e-stop 6 showing on pilz system as being pushed in craft looking in to fault,17,Breakdown,False,True,False,False,False,2023,10,19,0,3,False,estop showing on pilz system as being pushed in craft looking in to fault,{},estop show pile system push craft look fault,3.0,28.0,issue with pressure valve or co2 levels
2375,2556,Machine Stop,Filler,PILZ system,Panels tripped,26,e-stop 6 showing on pilz system as being pushed in craft looking in to fault,17,Breakdown,False,True,False,False,False,2023,10,19,1,3,False,estop showing on pilz system as being pushed in craft looking in to fault,{},estop show pile system push craft look fault,2.0,45.0,pilz system tripping out causing panels tripped
2376,2557,Machine Stop,Filler,PILZ system,Full safety circuit tripped,25,ongoin issue with pilz system e-stop 6 showing on pilz system as being pushed in craft looking in to fault,17,Breakdown,False,True,False,False,False,2023,10,19,2,3,False,ongoin issue with pilz system estop showing on pilz system as being pushed in craft looking in to fault,{},ongoing issue pile system estop show pile system push craft look fault,2.0,33.0,"all alarms alarming, crafts resetting alarms"
2377,2558,Machine Stop,Filler,PILZ system,Full safety circuit tripped,24,ongoin issue with pilz system e-stop 6 showing on pilz system as being pushed in craft looking in to fault,17,Breakdown,False,True,False,False,False,2023,10,19,5,3,False,ongoin issue with pilz system estop showing on pilz system as being pushed in craft looking in to fault,{},ongoing issue pile system estop show pile system push craft look fault,2.0,33.0,"all alarms alarming, crafts resetting alarms"
2378,2559,Machine Stop,Filler,PILZ system,Full safety circuit tripped,19,ongoing issues with the PILZ system tripping,17,Short Stop,True,False,False,False,False,2023,10,19,7,3,False,ongoing issues with the pilz system tripping,{},ongoing issue pile system trip,2.0,33.0,"all alarms alarming, crafts resetting alarms"
2379,2560,Machine Stop,Filler,PILZ system,Full safety circuit tripped,52,PDP ard was changed in the filler PILZ system,17,Breakdown,True,False,False,False,False,2023,10,19,7,3,False,pdp ard was changed in the filler pilz system,{},pop change filler pile system,2.0,33.0,"all alarms alarming, crafts resetting alarms"
2380,2561,Machine Stop,Filler,Filling heads,Fault not listed,28, and purge valves are being changed on heads 18 and 19,17,Breakdown,True,False,False,False,False,2023,10,19,12,3,False, and purge valves are being changed on heads and ,{},purge valve change head,3.0,28.0,issue with pressure valve or co2 levels
2381,2562,Machine Stop,Filler,Filling heads,Fault not listed,16,filling heads 89 and 104 are being fully checked as cans are being kicked off at the heuft sporadically,17,Breakdown,True,False,False,False,False,2023,10,19,13,3,False,filling heads and are being fully checked as cans are being kicked off at the heuft sporadically,{},fill head fully check can kick heft sporadically,3.0,28.0,issue with pressure valve or co2 levels
2382,2563,Machine Stop,Filler,Filling heads,Fault not listed,9,snift and purge valves are being changed on heads 89 and 104,17,Breakdown,True,False,False,False,False,2023,10,19,13,3,False,snift and purge valves are being changed on heads and ,{},shift purge valve change head,3.0,28.0,issue with pressure valve or co2 levels
2383,2564,Machine Stop,Filler,Bowl pressure,Pressure Control,5,bowl pressure keeps dropping,17,Short Stop,False,False,False,False,True,2023,10,20,1,4,False,bowl pressure keeps dropping,{},bowl pressure keep drop,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2384,2565,Machine Stop,Filler,Bowl pressure,Pressure Control,5,bowl pressure keeps dropping,17,Short Stop,False,False,False,False,True,2023,10,20,3,4,False,bowl pressure keeps dropping,{},bowl pressure keep drop,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2385,2566,Machine Stop,Filler,Bowl pressure,Pressure Control,3,bowl pressure keeps dropping,17,Short Stop,False,False,False,False,True,2023,10,20,4,4,False,bowl pressure keeps dropping,{},bowl pressure keep drop,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2386,2567,Machine Stop,Filler,Bowl pressure,Pressure Control,5,bowl pressue keeps dropping every time you start up after a fault,17,Short Stop,False,False,False,False,True,2023,10,20,5,4,False,bowl pressue keeps dropping every time you start up after a fault,{},bowl pressure keep drop time start fault,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2387,2568,Machine Stop,Filler,Bowl pressure,Pressure Control,3,bowl pressue keeps dropping,17,Short Stop,False,False,False,False,True,2023,10,21,0,5,True,bowl pressue keeps dropping,{},bowl pressure keep drop,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
2388,2569,Machine Stop,Filler,Clutch,Fault not listed,4,empyt can bounced on tappet chain knocking all cans over,17,Short Stop,False,False,False,False,True,2023,10,21,1,5,True,empyt can bounced on tappet chain knocking all cans over,{},bounce tappet chain knock can,5.0,30.0,tappet chain crash all cans being removing from filler
2389,2570,Machine Stop,Filler,Door,Fault not listed,28,Switch being replaced,17,Breakdown,False,False,True,False,False,2023,10,21,15,5,True,switch being replaced,{},switch replace,3.0,28.0,issue with pressure valve or co2 levels
2390,2571,Machine Stop,Filler,Starwheel,Fault not listed,11,Consistent damaged cans coming through,17,Short Stop,False,False,True,False,False,2023,10,21,17,5,True,consistent damaged cans coming through,{},consistent damage can come,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2391,2572,Machine Stop,Filler,Starwheel,Fault not listed,59,Damaged cans - bieng handed over ot next shift by crafts,17,Breakdown,False,False,True,False,False,2023,10,21,18,5,True,damaged cans bieng handed over ot next shift by crafts,{},damage can hand shift craft,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
2392,2573,Machine Stop,Filler,Starwheel,Fault not listed,17,"filler down due damaged cans coming out of the starwheel. Crafts investigating,",17,Breakdown,True,False,False,False,False,2023,10,21,19,5,True,filler down due damaged cans coming out of the starwheel crafts investigating,{},filler damage can come gearwheel craft investigate,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
